Var1,Freq
"Greece:Amoopi, Island of Karpathos",4
"Greece:Amorgos Island, Agios Georgios, 85m",4
"Greece:Amvrakia Lake, Eatoloakarnanian Province",4
"Greece:Amvrakikos Gulf, Rhodia lagoon",4
Greece:Anagennisi Serres,4
Greece:Anakoli stream,4
"Greece:Andros Island, Menites",4
Greece:Ano Kamila Serres,4
Greece:Antikythira Island,4
"Greece:Aoos river, Konitsa",4
"Greece:Arachtos channel, Arachtos drainage, Keramates",4
Greece:Areopolis,4
"Greece:Arina, Mediterranean",4
Greece:Asini,4
"Greece:Astros, Atsiganos",4
Greece:Astypalaia Is.,4
"Greece:Astypalaia Island, Vathi to Ancient Castle, next to the castle",4
"Greece:Athens, Kifissia",4
"Greece:Attica, Palaio Phaliro",4
Greece:Attiki (AUA),4
Greece:Avantas (Avas),4
Greece:Avlida,4
Greece:Central Aegean,4
Greece:Central Greece,4
"Greece:Central Greece and Euboea, Fokis, Dhelfoi, archeological site",4
"Greece:Central Macedonia region, Nea Philadelphia",4
"Greece:Central Macedonia, Drama, Prosotsani, Angkitis",4
"Greece:Central Macedonia, Leptokarya env.",4
"Greece:Central Macedonia, Pieria, Platamonas",4
"Greece:Central Macedonia, River Strymonas",4
"Greece:Central Macedonia, Serres, Kerkini Lake, 800m",4
"Greece:Central Macedonia, Serres, NW Promachonas village",4
"Greece:Central Macedonia, Serres, SE Neo Petrisio village",4
"Greece:Central Makedonia District, Voras (Kaimaktsalan) Mts, at the Voras ski center under Profitis Ilias peak",4
"Greece:Chalandritsa, Achaea, Peloponnese",4
"Greece:Chania, Omalos, Crete",4
Greece:Chelmos Mt. (Peloponnese),4
Greece:Chios island,4
"Greece:Chios, Mt. Pelineon, NE of Spartounta village",4
"Greece:Corinth, Patras",4
Greece:Crete Isl. Samaria gorge,4
"Greece:Crete isl., Elasa isl.",4
"Greece:Crete isl., Kallikratis",4
"Greece:Crete isl., Rodakino",4
"Greece:Crete isl., Rodopos cape",4
Greece:Crete island,4
"Greece:Crete Island, Dionysades, Dragonada",4
"Greece:Crete Island, Dionysades, Gianysada",4
"Greece:Crete Island, Dionysades, Prasonisi",4
"Greece:Crete, Chania Pref., Mousouron, road from Fourne to Lakki",4
"Greece:Crete, Frangokastello",4
"Greece:Crete, Gournes",4
"Greece:Crete, Kakovoli",4
"Greece:Crete, Kroussonas, (N central Crete on Mount Ida)",4
"Greece:Crete, Nida plateau",4
"Greece:Crete, Plakias Bay",4
"Greece:Crete, Platanias",4
"Greece:Crete, river in Georgiopoulos",4
"Greece:Crete, Souda Chania",4
"Greece:Crete, South Crete",4
"Greece:Crete, Spilaio tis Agias Paraskevis",4
"Greece:Crete, Vlatos Ellos",4
Greece:CreteBramiana Lake,4
"Greece:Cyclades, Anafi Chora 360",4
"Greece:Cyclades, Anafi Monastiri 1 358",4
"Greece:Cyclades, Anafi Monastiri 1 359",4
"Greece:Cyclades, Paros Island",4
"Greece:Dikteion Antron Cave, Psychro,Iraklio, Crete Island",4
Greece:Dimykos at Lysimacheia lake,4
Greece:East Aegean Chios Karfas,4
"Greece:East Macedonia and Thrace, on the road Dramas Strymonas, Mikro Souli",4
"Greece:East Macedonia and Thrace, on the road from Soufli to Dadia",4
Greece:East Peloponnes,4
"Greece:Eastern Mediterranean,Aegean Sea Kasteli",4
Greece:Elounda,4
"Greece:Epirus, 1.5km before Elefthera, from Konitsa to Palioseli, 900m",4
"Greece:Epirus, Agios Georgios",4
"Greece:Epirus, Elati, 900 1000m",4
"Greece:Epirus, Ioannina, 1.5km before Elefthera, road from Konitsa to Palioseli",4
"Greece:Epirus, Ioannina, Konitsa, Smolikas Mt., 1200m",4
"Greece:Epirus, Ioannina, Konitsa, Smolikas Mt., 2 km before the mountain refuge, 1600m",4
"Greece:Epirus, Ioannina, Papigko",4
"Greece:Epirus, Voidomatis river, near Kalyvia, 440m",4
"Greece:Epirus, Voidomatis River, near Kalyvia, 440m",4
"Greece:Epirus, Zagorochoria",4
"Greece:Eptanisa Islands Kefallonia Isl., Lixouri",4
Greece:Erchina stream,4
"Greece:Evros, Jianuli",4
Greece:Evrotas river mouth,4
Greece:Evvoia Island,4
"Greece:Evvoia Island, Agios Andreas Islet",4
"Greece:Evvoia Island, Nea Styra Islet",4
"Greece:Falakro Mountain (1300m), Thraki",4
"Greece:Florina, Kristallopigi, Triklario Geb.",4
Greece:Fotolivos,4
Greece:Gialova,4
Greece:GR3,4
Greece:GR6,4
"Greece:GRECE, Astypalea Is., Agrilidi",4
"Greece:Grevena, SW Agapi",4
"Greece:Gulf of Kavala, Nea Karvali",4
"Greece:Ierissos Gulf, Nea Roda",4
Greece:Ikaria island,4
"Greece:Ikaria Island, Faros beach",4
"Greece:Ikaria Island, Livadi beach",4
"Greece:Ilia, Foloi, 5 Km S",4
Greece:Insel Kefallinia,4
"Greece:Ioannina, Elefthero",4
"Greece:Ioannina, Grammos Mts, Pyrgos S, Sarandoporos river",4
"Greece:Ioannina, Metsovon",4
Greece:Ioanninon,4
Greece:Island of Karpathos,4
"Greece:Island of Lesvos, locality not available",4
"Greece:Island of Rhodes, Petaloudes",4
"Greece:Kakopetros, Chania, Crete",4
"Greece:Kalymnos Island, Agios Andreas Islet",4
Greece:Kambos,4
"Greece:Kares, Island of Crete",4
"Greece:Karpathos Island, Arkasa",4
"Greece:Karpathos Island, Pyles, primary school",4
Greece:Kea Isl.,4
"Greece:Kea Isl., Loulis",4
Greece:Kedriki Makedhonia,4
"Greece:Kefalovrisi Cave, Argos, Argolide, Peloponneso",4
Greece:Kephalonia,4
Greece:Kerkini,4
"Greece:Kerkyra Island, Petalia",4
Greece:Kiffisos River,4
Greece:Kifisos River,4
"Greece:Kimpouries, Chios",4
Greece:Kipi,4
Greece:Kipina Monastery,4
"Greece:Kithira, Karavas",4
"Greece:Klimatia, Corfu",4
"Greece:Kolympia, Island of Rhodes",4
"Greece:Komos, Crete Island",4
"Greece:Konitsa, Aoos river (Vjose), Aoos drainage",4
"Greece:Korinthos, Harbour",4
"Greece:Kos Island, Lambi",4
"Greece:Kos Island, Louros",4
"Greece:Kos Island, Plaka",4
Greece:Kosintos River,4
"Greece:Kozani district, Ligeri",4
"Greece:Kreta, Omalos",4
"Greece:Kreta, Ostkreta, nahe Adrianos (westl. Ag. Nikolaos)",4
Greece:Kria,4
"Greece:Kriti: Lasithi: Tapes 0.5 km N of: rocky slope, alt.:630 m",4
"Greece:Kriti: Rethimni: Agia Galini: barrier beach NE of, alt.:10 m",4
Greece:Kryoneri Estuary,4
Greece:Kumusta,4
"Greece:Kumusta, Taigetos Mts",4
Greece:Kyparissia,4
"Greece:Lagkadas, Thessaloniki, Central Macedonia",4
Greece:Lagouvardos isl.,4
Greece:Lake Karla,4
Greece:Lake Trichonida,4
Greece:Lake Trichonis Trichonis Lake Loc: Panetolio,4
Greece:Lake Yliki,4
Greece:Lake Ziros,4
Greece:Larisa (mainland),4
"Greece:Larisa, Stomio, Ossa Oros",4
"Greece:Lesvos isl., Mantamados",4
"Greece:Lesvos Island, Mt. Lepetymnos",4
"Greece:Lesvos Island, Petra",4
"Greece:Lesvos, 7 km E Skala Kallonis",4
"Greece:Lesvos, Megalochori",4
"Greece:Lesvos, Mytilini beach",4
"Greece:Levkada, Frini",4
"Greece:Lindos, Island of Rhodes",4
Greece:Lissos,4
Greece:Litochoro,4
Greece:Lykobrysh,4
Greece:Lysimacheia,4
"Greece:Macedonia , Nomos u. Eparchie Kozani Vourinos",4
"Greece:Macedonia Tracia, A. R. Burgaz (H)",4
"Greece:Macedonia, Black Drim River",4
"Greece:Macedonia, Kastorias (Nomos), E Gramos",4
"Greece:Macedonia, Lepenac River",4
"Greece:Macedonia, near Kokkinogia",4
"Greece:Macedonia, Pella, Almopia, Megaplatanos",4
"Greece:Macedonia, Veria, Panagia, Sumela, no further locality data",4
"Greece:Macedonia, Vrondero Potistra",4
"Greece:Makedonia, Mt. Vrondou, 5 km N Serres, 270 m",4
Greece:Manari Springs,4
"Greece:Manolates, Samos",4
"Greece:Mediterranean, Aegean, Crete",4
"Greece:Mediterranean, Aegean, Cyprus",4
"Greece:Melanes, Naxos",4
Greece:Messolonghi,4
"Greece:Mexiates, Phthiotis",4
Greece:Missolonghi,4
Greece:Mistras,4
"Greece:Monolithos, Island of Rhodes",4
"Greece:Mount Olympus, Rifugio B",4
"Greece:Mt Olympos, Dona tap",4
Greece:Mt Timfi,4
"Greece:Mt. Eros, Hydra",4
"Greece:Mt. Pangaeon, no further locality data",4
"Greece:N. Greece, Near Albania, Konitsa",4
Greece:NAF,4
Greece:Nafpaktos River,4
"Greece:Naxos Island, Apollonas to Koronida",4
"Greece:Naxos, AghioKyriaki, Mesi Potamia",4
"Greece:Naxos, North of Skado",4
Greece:Nea Apollonia,4
Greece:Nea Kammeni Island,4
Greece:Nea Kios (nahe Nafplio),4
Greece:Nestos River,4
Greece:Nigrita,4
"Greece:North Aegean, Aiyaion, Samos, Samos island, Kokkari",4
"Greece:North Aegean, Samos, Manolates",4
Greece:Ostagais,4
"Greece:Ozeros Lake, Eatoloakarnanian Province",4
Greece:Padanassa,4
"Greece:Paiko mountains, Thessaloniki province",4
Greece:Pammisos River,4
Greece:Pangaeon,4
"Greece:Panos Cave, Marathon, Athene, Attica",4
"Greece:Paros Island, Petaloudes",4
"Greece:Patmos Island, Laka",4
Greece:Patras,4
Greece:Peloponese GR1,4
"Greece:Peloponese, GR15",4
"Greece:Peloponese, Olympie",4
"Greece:Peloponnes, Korinthia, Sarantapicho",4
"Greece:Peloponnes, Korinthos",4
"Greece:Peloponnese, Agio Theodori",4
"Greece:Peloponnese, Agios Petros to Malevi Monastery",4
"Greece:Peloponnese, Arkadhia, Dimitsiana SSE 9 km, Elliniko",4
"Greece:Peloponnese, Arkadia, Leonidhion, 5 km NE, coastal road",4
"Greece:Peloponnese, Geraki",4
"Greece:Peloponnese, Gialova",4
"Greece:Peloponnese, Kalentzi Mt., 1200m",4
"Greece:Peloponnese, Panachaiko Mt., 1200m",4
"Greece:Peloponnese, WSW of Piana, WNW of Tripolis",4
Greece:Peloponnese: between Kalyvia and Arch. Feneos,4
Greece:Peloponnese: Olympia,4
"Greece:Peloponnesus, Mystras",4
"Greece:Peloponnesus, Serveika",4
Greece:Peloponnesus: near Pylos,4
"Greece:Peloponnisos / Lakonias prefecture, Panagia Odigitria chapel, near agia Kiriaki village",4
"Greece:Peloponnisos, Ag. Petros",4
"Greece:Peloponnisos, Mt Chelmos",4
"Greece:Peloponnisos, Pyrgos",4
"Greece:Peloponnisos, Taygetos",4
"Greece:Perama Cave, Ioannina, Epiro",4
"Greece:Pigadia, Island of Karpathos",4
Greece:Pigi,4
Greece:Pindos (34SEK20),4
Greece:Pindos Mt,4
"Greece:Pindos Mts, Mt Olymbos",4
"Greece:Pindos, Loupata (34SEJ47)",4
"Greece:Pinios river, Thessalia",4
"Greece:Pireas, herbal store",4
Greece:Plataria,4
Greece:Poros Arboricultural Station Agricultural University of Athens,4
"Greece:Potamia, Preveza",4
"Greece:Prov. Ioannina, Timfi Mts., Kapesovan",4
Greece:Pyrgetos,4
"Greece:Raptis, Heraklion province, Creta Island",4
"Greece:Reg. Central Greece, Per. Evritania, Mt. Chelidon, c. 3.5km W of Mikro Chorio",4
"Greece:Reg. Central Greece, Per. Fthiotida, Mt. Iti, c. 8km NW of Pavliani",4
"Greece:Reg. Thessaly, Per. Trikala, between Mt. Boustagani and Mt. Boutaia, 6km SW of Chaliki",4
"Greece:Reg. Thessaly, Per. Trikala, ENE of the summit Trapos in Mt. Peristeri, 5km WSW of Chaliki",4
"Greece:Rhodes, SW Rhodes City",4
Greece:Rhodos Isl.,4
Greece:River Acheron,4
Greece:River Agiaki Vardar (=Axios) drainage Loc: Kastanies,4
Greece:River Axios,4
Greece:River Miras,4
"Greece:River Miras, Kopanaki",4
"Greece:Rodia Lagoon, Amvrakikos Gulf, Western Greece",4
Greece:Rodos Is.,4
Greece:Roufas province,4
"Greece:Samos island, Agios Theodori",4
"Greece:Samos island, Mitilini",4
Greece:Samothraki isl.,4
Greece:Samou,4
"Greece:Santorini Island, Megalochori",4
"Greece:Saranda Outdate Cave, Naoussa, Imathia",4
"Greece:Sasalos, Chania, Crete",4
Greece:Schinias_Attica,4
"Greece:Serbian Orthodox Monastery Hilandar, Mt. Athos",4
Greece:Serifos island,4
"Greece:Serifos Island, Avessalos",4
"Greece:Seven Virgins Cave, Kalimnos, Kalimnos Island, Dodecanese",4
"Greece:Sifnos Island, Agios Antreas, historical Acropolis",4
"Greece:Sifnos Island, Heronissos",4
"Greece:Sifnos Island, Troulaki",4
"Greece:Sikinos Island, Chorio",4
"Greece:Skalia Cave, Skalia, Kalimnos Island, Dodecanese",4
"Greece:Skyros Island, 52m",4
"Greece:small cave, Stauros, Naxos Island, Cyklades",4
"Greece:Sofadikitos, Pinios",4
"Greece:South Aegean, Rhodos, Dodecanes Islands, Notia Rhodos, 4 km SE Asklipieio",4
Greece:Spherios,4
"Greece:Sporades, Skyros Isl. Exo Diavatis islet",4
"Greece:Sporades, Skyros Isl. Palamari",4
Greece:Stavropoli (Stavroupoli),4
"Greece:Sterea Ellada, Parnassos Mt., Lilaia",4
"Greece:Sterea Ellada, Skoponeri, Skoponeri",4
Greece:Sterea Ellas,4
"Greece:Sterea Ellas, Evvia",4
"Greece:Sterra ellas, Mt Parnassos",4
Greece:Stomio,4
Greece:Struma River,4
Greece:Strymon Drainage,4
Greece:Strymon River,4
"Greece:Strymon river, Strymoniko",4
"Greece:Symi island, Panormitis",4
"Greece:Syros island, Cyclades",4
"Greece:Syros Island, Kini",4
Greece:Thassos drainage,4
"Greece:Thermi, Thessaloniki, Central Macedonia",4
"Greece:Thessalia, Eastern Greece, Stomio",4
Greece:Thessalien,4
"Greece:Thessaly, Filakti, 1200m",4
"Greece:Thessaly, Kalampaka",4
"Greece:Thessaly, Karditsa, Schizokarava, 1800m",4
"Greece:Thessaly, Mt. Olympos, foothills, 4 km N Litochoro",4
"Greece:Thessaly, Mt. Olympos, Kokkinopilos 4.2 km to Tsoureka spring, 1200m",4
"Greece:Thessaly, Mt. Olympos, Naoum Cave, 1375m",4
"Greece:Thessaly, near Stomio",4
"Greece:Thessaly, Pinios river",4
"Greece:Thessaly, Plastira Lake, 860m",4
"Greece:Thessaly, Trikala, Pertouli, 1100m",4
"Greece:Thessaly, Tyrnavos",4
"Greece:Thrace, Nomos Evrou, Esparchia Didimotichou",4
"Greece:Thrypti Mt., Thrypti, Crete",4
Greece:Thyamis river,4
Greece:Tilos(Dodecanese),4
"Greece:Tinos Island, Isternia to Kardiani, spring, 350m",4
"Greece:Tinos Island, Tarampados",4
"Greece:Trichonida Lake, Eatoloakarnanian Province",4
"Greece:Trichonis Lake, Acheloos basin",4
Greece:Tripotamos River,4
"Greece:Tympaki, Crete",4
"Greece:Vafkeri, Lefkada",4
Greece:Vai Astypalea Island,4
"Greece:Vai, Island of Crete",4
"Greece:Varia, Aetolia Acarnania",4
"Greece:Vassova Lake, Kavala",4
"Greece:Velestino, Velestino spring, Velestino system",4
Greece:Velouxi,4
"Greece:Veria, herbal store",4
Greece:Viotia (Thiva),4
Greece:Viotias,4
Greece:Voidomatis,4
Greece:Vourvourou,4
"Greece:Voutes, Crete",4
"Greece:Vraskes, Island of Crete",4
"Greece:Vrissohorion, no further locality data",4
Greece:Vutumias stream,4
"Greece:West Greece, Lake Lysimachia",4
Greece:West Macedonia,4
"Greece:West Macedonia and Thrace, on the road between Drama and Xanthi",4
"Greece:West Macedonia, Kastoria, Vasileiada, 800m",4
"Greece:Xanthi,PortLagos",4
Greece:Xirokambi,4
Greece:Yliky Lake,4
Greece:Zakinthos,4
"Greece: Achaia, Diakopto gorge ca. 5 km from the sea",3
"Greece: Acheron, Chaskova reservoir",3
Greece: Aegean sea South Evia,3
"Greece: Aetolia Acarnania, 2 km from Anthofito towards Nafpaktos",3
"Greece: Agaliani, Messinia",3
"Greece: Agra, Lesvos",3
Greece: Aitoliko,3
"Greece: Akhaia, Strofilia, S Kalogria",3
"Greece: Alfios, Paparis stream",3
Greece: Aliakmon: Kaloneri,3
"Greece: Almyros, Crete isl.",3
"Greece: Apollonas, Naxos",3
"Greece: Arcadia, Levidi, 4.7 km in direction Kandila",3
Greece: Argolida,3
Greece: Central Greece and Euboea,3
"Greece: Central Greece, 0.5 km from Analipsi on road to Kyriaki",3
"Greece: Central Greece, Delphi",3
"Greece: Central Macedonia, Petra Olympou",3
"Greece: Chalandritsa, Achaea, Peloponnese",3
"Greece: Chalkidiki, Kalogria beach",3
Greece: Chania,3
"Greece: Corfu Island, Moraitika",3
Greece: Crete Episkopi,3
Greece: Crete Melidoni Cave,3
Greece: Crete Praisos,3
"Greece: Crete, Chania, Imbros Gorge",3
"Greece: Crete, Havga",3
"Greece: Crete, Lentas 3.2 km E of, rocky slope at sea shore",3
"Greece: Crete, Roussospiti",3
"Greece: Crete, Xeniana",3
"Greece: Crete,Ierapetra,Mirtos",3
"Greece: Cyclades, Paros",3
"Greece: Desi,Trikala",3
"Greece: Drama, between Livadero & Nestos river",3
"Greece: Drama, Mt.Orvilos",3
"Greece: Drama, NW of Granitis",3
"Greece: Drama, SE of Granitis",3
Greece: Eastern Macedonia and Thrace,3
Greece: Elia,3
"Greece: Elis, Nea Figalia, 1.5 km E, creek gorge",3
Greece: Elounda,3
Greece: Epidavros,3
"Greece: Epirus, Amfithea at the Ioannina Lake",3
"Greece: Epirus, Arta, Amvrakikos Gulf, Logarou",3
"Greece: Epirus, Arta, Amvrakikos, Tsopeli lagoon",3
"Greece: Epirus, Boliana, Kalamas River",3
"Greece: Epirus, Ioannina district, Perama",3
"Greece: Epirus, Kotsika",3
"Greece: Ermones, Corfu Island",3
"Greece: Euboia Island, Fountas Islet",3
"Greece: Euboia Island, Kastri Beach",3
"Greece: Evros, Alexandroupoli",3
"Greece: Evros, Gianouli",3
Greece: Evvia,3
Greece: Falakro,3
Greece: Gournia,3
"Greece: Grevena district, Spileo W 0.5 km to Portitsa Farangi gorge, 940 m asl.",3
Greece: Ida Mt. (Psyloritis Mt.),3
Greece: Igoumenitsa,3
"Greece: Iraklion, Crete",3
"Greece: Kalamas, Gormos River, Parakalamos",3
"Greece: Karpathos, Agios Nikolaos",3
"Greece: Karpathos, Lefkos",3
Greece: Kastania,3
"Greece: Kastoria district, Gavros",3
Greece: Katara Pass,3
Greece: Kato Nevrokopi,3
"Greece: Kifissos (Beotia), Herkyna River",3
"Greece: Korinthia, Feneos",3
Greece: Korinthos,3
"Greece: Kourna monastery, Chios Island",3
Greece: Lake Koronia,3
Greece: Lake Pamvotis,3
"Greece: Lake Vegoritida, Arnissa",3
"Greece: Lakonia, Archangelos",3
"Greece: Lakonias, Githiou, by the deserted village of Poliaravos. Rocky slopes and old terraced fields. Mostly schist",3
Greece: Lamia,3
"Greece: Lefkes, Paros",3
Greece: Lefkos,3
Greece: Lefkotheia,3
"Greece: Lepetimnos Mt., Profitis Ilias chapel",3
Greece: Lepetimnos village to Agia Anna,3
Greece: Lesbos,3
Greece: Lesvos,3
Greece: Lesvos island,3
Greece: Levidi,3
Greece: Litochoro Enipeas valley,3
Greece: Megalopoli,3
Greece: Messenia,3
"Greece: Messenia, Touloupa Chani, E of Chora and Metamorfosi",3
Greece: Molyvoskepastis monastery Ioannina,3
Greece: Moni Ipsilon,3
Greece: Moudrosz,3
"Greece: Mt. Dikti, Geraki",3
"Greece: Mystras, Dodoni",3
"Greece: N. Achaias,Portes",3
"Greece: N. Arcadias,Tiros",3
"Greece: N. Korinthias,Pyrgos",3
"Greece: N. Lakonias,Monemvasia",3
"Greece: Nagos, Chios Island",3
"Greece: Neos Pagontas, Euboea",3
"Greece: Occidental Makedonia, S of Lechovo, Florina",3
Greece: Ochiro Falakro,3
Greece: Oros Vitsi Perikopio,3
Greece: Parnasse,3
"Greece: Peloponese, E of Kalavryta",3
Greece: Peloponnes,3
"Greece: Peloponnese, Laconia regional unit, btw. Kallithea and Polidroso, 1 km N of Agriani junction, 960m",3
"Greece: Peloponnese, Messinia, Taygetos Mts, 3 km E Saidhona",3
"Greece: Peloponnese, near Tripoli, Rizes env.",3
"Greece: Peloponnese, road Sparti Kalamata, Tripi env.",3
"Greece: Peloponnesos, Kato Lousi",3
"Greece: Peloponnesos, Mt. Taygetos (Moni Faneromenis)",3
"Greece: Petalii Islands, Euboia Island",3
"Greece: Phthiotis, Ipati, waterfall",3
Greece: Pieria,3
Greece: Piges Pamisou Spring,3
"Greece: Pinios (Peloponnese), River Ladon Pinios",3
Greece: Pinios (Thessaly),3
"Greece: Prokopi, Euboea",3
"Greece: Pythagorion, Samos",3
"Greece: Rethymno, Crete",3
Greece: Rhodes Isl.,3
"Greece: Rhodes Isl., above Salakos",3
Greece: RHODOS,3
"Greece: River Arachthos, Akropotamia",3
"Greece: River Evinos, Gefira Bania",3
"Greece: River Mornos, Nafpaktos",3
"Greece: Rodos, 4 km NE Agios Isidoros",3
"Greece: Samos, Mt. Karvourni",3
"Greece: Samos, near Karlovassi",3
Greece: Sea of Crete,3
"Greece: Sella, Achaea, Peloponnese",3
"Greece: Sella, Peloponnese",3
Greece: Sigri Faneromeni,3
"Greece: South Aegean, Rhodos, Rodini",3
"Greece: Sping near the fall, Gorges of Larnakas, Molai",3
Greece: spring at Tripi west of Sparta,3
Greece: Springs at Kessariani,3
"Greece: Sterea Ellada, west of Ag. Anna",3
"Greece: Symi, Above Symi town",3
Greece: Taygetos,3
Greece: Therma,3
"Greece: Thermon, spring outflow near the Archaeological Museum",3
"Greece: Thessaly, Makrinitsa",3
"Greece: Thessaly, Morfovouni, northern margin, eastward exposed limestone rocks",3
Greece: unnamed spring 3 km south of Portes,3
"Greece: Vikos Gorges, Vradeto",3
Greece: Vonitsa,3
Greece: Voutomias stream,3
Greece: Vouvaris,3
"Greece: Western Thrace, Stavroupoli, rocks on the western village margin by the Nestos river, in a forest",3
"Greece: Xerias, Cholorema River",3
Greece: Zagori Kentriko Ioannina,3
"Greece:Achaea, between Kalavrita and Kalivitis",3
"Greece:Achaia, Chelmos, Limnon Cave, 1 km N",3
"Greece:Achaia, Kalavryta, 5 km NE, Zachlorou SE",3
"Greece:Achaia, Kerpini",3
"Greece:Achaia, Kouteli Pass, 700 m S pass and bypass to Kouteli",3
"Greece:Acropolis, Athens",3
"Greece:Aegean Islands / Crete isl., Chania Prefecture, Polyrinia, on the rocks left of the trail that leads to the ancient acropolis",3
"Greece:Aegean Islands / Crete isl., Rethimno Prefecture, Mt. Kedros, near Gerakari village",3
"Greece:Aegean Islands/ Dodekanisa prefecture, Petrokaravo islet NW of Patmos isl.",3
"Greece:Aegean, Lesbos",3
"Greece:Aegean, Samos",3
"Greece:Aggistis river, Strymon river basin",3
"Greece:Aghia Varvara Cave, Parori, Sparta, Lakonia (Taygeto Mt.), Peloponnesus",3
"Greece:Agia Fotia, Crete",3
Greece:Agia Pelagia Crete,3
Greece:Agios Germanos River,3
"Greece:Ahaia, Larissos, Strofilia the S Kalogria, Lake Kotychi",3
Greece:Aitoliko Lagoon,3
Greece:Alexandropolis,3
Greece:Aliartos,3
Greece:Alonyssos,3
"Greece:Amorgos, Katapola",3
"Greece:Amorgos, Minoa Archaeological site",3
"Greece:Anafi, Mega Potami",3
"Greece:Analipsi Cave, Pititsa, Achaia, Peloponneso",3
"Greece:Andros Island, Arni",3
"Greece:Andros Island, Chrysi",3
"Greece:Andros Island, Zorkos",3
"Greece:Ano Lechonia, Magnisia",3
Greece:Antikythira,3
"Greece:Antikythira, Prasonisi islet of Antikythira",3
"Greece:Antiparos Island, Sifneikos Gyalos",3
"Greece:Antiparos, Antiparos, Sifneikos Gialos, next to the beach",3
"Greece:Aoos artificial lake, Ipeiros",3
"Greece:Apano Skala Cave, Naoussa, Imathia",3
"Greece:Apollonas, Naxos",3
Greece:Arachthos River,3
Greece:Aris River,3
Greece:Aristotle University Farm,3
Greece:Arkadia,3
Greece:Arkadia Tripoli,3
"Greece:Aspropotamos, Thessalia",3
"Greece:Astypalaia, Fokonisi Megalo islet (site 9)",3
"Greece:Astypalaia, Kounoupi islet (site 6)",3
"Greece:Astypalaia, Kounoupi islet (site 8)",3
Greece:Atena,3
"Greece:Athens, Botanicos",3
"Greece:Athens, herbal store",3
"Greece:Attica, Agios Konstantinos",3
Greece:between Vogatsiko and Driovouno,3
Greece:Biserska River,3
"Greece:Camares, Island of Crete",3
"Greece:Cape Matapan, S. Peloponnesus",3
"Greece:Central Greece, Attica, Athens, Greece, Attica, Athens, nr. Rafia",3
"Greece:Central Greece, Evrytania, NO Viniani",3
"Greece:Central Greece, Skamnos, 1.2 km to the east on the road from Bralos to Thermopiles",3
"Greece:Central Greece, Thermopiles to Anavra (5 km)",3
"Greece:Central Macedonia, Serres, Mt. Menikio",3
"Greece:Central Macedonia, Serres, Sidirokastro",3
"Greece:Chalki Island, Profitis Ilias plateau 450m a.s.l.",3
"Greece:Chalkidiki, Sithonia",3
"Greece:Chelmos Mt., Gaidurrorachi",3
"Greece:Chios, Pyrgi, E",3
Greece:Chlemos,3
Greece:Corfu',3
"Greece:Corfu, Loutses",3
"Greece:Corfu, Portes",3
"Greece:Corfu, Sidari",3
Greece:Corintia pr. Kalamatii,3
Greece:Crete Isl. Koufonisi islet,3
"Greece:Crete isl., Koufonisi isl.",3
"Greece:Crete Island, Dionysades, Paximada",3
"Greece:Crete island, Kofinas Mt.",3
"Greece:Crete, Aghios Stephanos",3
"Greece:Crete, Agios Ioanis",3
"Greece:Crete, Agios Vasileios",3
"Greece:Crete, Camares",3
"Greece:Crete, Deliana",3
"Greece:Crete, Ep. Sitia",3
"Greece:Crete, Eparchia Sitias, Zakros Schlucht, untere Haelfte",3
"Greece:Crete, Giorgiopoulis",3
"Greece:Crete, Gorgolaini",3
"Greece:Crete, Iraklio",3
"Greece:Crete, Kares",3
"Greece:Crete, Katharo Plateau",3
"Greece:Crete, Lassithi plateau",3
"Greece:Crete, Lassithi, distr. Mirambello",3
"Greece:Crete, Lassithi, near Pachia Ammos",3
"Greece:Crete, Levka Ori, W Omalos, Tourli",3
"Greece:Crete, Matala Valley Village",3
"Greece:Crete, Mathes Crete",3
"Greece:Crete, Mochos, Krasi",3
"Greece:Crete, near Palaeochora",3
"Greece:Crete, Nida Plateau",3
"Greece:Crete, Nomos Chanion, Eparchia Kidonias, Kakiskala",3
"Greece:Crete, Nomos Irakliou",3
"Greece:Crete, Nomos Irakliou, Esparchia Pirgiotissis, Kamares, Majiros Schlucht",3
"Greece:Crete, Omalos Plateau",3
"Greece:Crete, on E75 between MaiCh and Souda",3
"Greece:Crete, Ori Thriptis",3
"Greece:Crete, Platania",3
"Greece:Crete, Samaria Gorge",3
"Greece:Crete, Strovles",3
"Greece:Crete, Vai",3
"Greece:Crete, Vathy Rema",3
"Greece:Crete, Vraskes",3
"Greece:Ctere, nr. Topolia",3
"Greece:Cyclades Archipelago, Paros",3
"Greece:Cyclades, Naxos island",3
"Greece:Delfoi, Delfi Camping",3
Greece:Delphi,3
"Greece:Dermatos, Crete",3
Greece:Dionissos,3
"Greece:Dragonada Islet, Crete",3
"Greece:Drama, Falacro Mts, Kato Nevroskopi, 5.3 km SE (marble quarry)",3
"Greece:Drama, NO Volakas",3
"Greece:Drama, NW Paranesti",3
"Greece:Drama, Oros Orvilos, Katafito",3
Greece:Drana Lagoon,3
Greece:Drepano,3
Greece:Drosopigi,3
Greece:Drymaia,3
"Greece:Dytiki Makedonia, Oros Vitsi Perikopio",3
"Greece:Dytiki Makedonia, Petres, W shore of Lake Petres",3
"Greece:Eastern Mediterranean,Aegean Sea Monemvasia",3
"Greece:Eastern Mediterranean,Aegean Sea n. Skiathos",3
